gm102b,gm302b,gm502b,gm702b,time(sec)
1.97,2.06,2.11,3.7,752
1.97,2.07,2.11,3.7,753
1.97,2.07,2.11,3.7,754
1.97,2.07,2.12,3.7,755
1.97,2.07,2.11,3.7,756
1.97,2.06,2.12,3.7,757
1.97,2.07,2.12,3.7,758
1.97,2.07,2.12,3.7,759
1.97,2.07,2.12,3.7,760
1.97,2.07,2.12,3.7,761
1.97,2.07,2.12,3.71,762
1.97,2.07,2.12,3.71,763
1.97,2.07,2.12,3.71,764
1.97,2.07,2.12,3.7,765
1.97,2.07,2.13,3.7,766
1.97,2.07,2.12,3.7,767
1.97,2.07,2.12,3.71,768
1.98,2.07,2.12,3.71,769
